text_id,annotator_id,joy,trust,anticipation,surprise,fear,sadness,disgust,anger,valence,arousal
3516,16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
3436,16,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,-2.0,3.0
3315,16,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
3571,16,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-2.0,3.0
3288,16,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3503,16,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-2.0,2.0
3576,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-2.0,3.0
3353,16,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
3391,16,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
3590,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,2.0
3384,16,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0
3223,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,2.0
3544,16,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
3386,16,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,-2.0,3.0
3303,16,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
3385,16,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
3356,16,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,-2.0,2.0
3407,16,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
3247,16,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
3559,16,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
3394,16,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
3446,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.0
3363,16,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
3513,16,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0
3574,16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
3561,16,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
3532,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0
3586,16,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-2.0,2.0
3342,16,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
3515,16,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0
3258,16,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,-2.0,2.0
3589,16,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
3200,16,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,-2.0,2.0
3369,16,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
3485,16,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-2.0,2.0
3575,16,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-2.0,3.0
3215,16,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,-2.0,2.0
3423,16,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,-2.0,3.0
3294,16,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,-2.0,3.0
3382,16,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
3529,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0
3495,16,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,-2.0,3.0
3357,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0
3291,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3524,16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-2.0,2.0
3401,16,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
3580,16,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,-2.0,3.0
3361,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3568,16,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-2.0,3.0
3547,16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
