text_id,annotator_id,joy,trust,anticipation,surprise,fear,sadness,disgust,anger,valence,arousal
3573,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3293,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.0
3454,15,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,-2.0,2.0
3336,15,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.0,1.0
3233,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0
3410,15,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0
3556,15,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3247,15,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3538,15,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0
3492,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,1.0
3411,15,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,-2.0,1.0
3540,15,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-2.0,2.0
3461,15,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,-1.0,1.0
3365,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3432,15,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,-1.0,3.0
3269,15,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
3414,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,1.0
3543,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,2.0
3529,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0
3425,15,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
3599,15,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
3202,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3268,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3312,15,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,1.0
3252,15,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3390,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.0,1.0
3521,15,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,-2.0,2.0
3295,15,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
3419,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3426,15,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3593,15,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-2.0,3.0
3377,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3308,15,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-2.0,1.0
3413,15,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0
3315,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
3256,15,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,-2.0,1.0
3229,15,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3367,15,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3280,15,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-1.0,1.0
3358,15,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-2.0,1.0
3200,15,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.0,1.0
3307,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3385,15,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
3334,15,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,-2.0,1.0
3379,15,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3220,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,1.0
3310,15,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3351,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-2.0,1.0
3570,15,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,-2.0,1.0
3576,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-2.0,2.0
