text_id,annotator_id,joy,trust,anticipation,surprise,fear,sadness,disgust,anger,valence,arousal
2071,9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,-2.0,0.0
2025,9,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
2265,9,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2170,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0
2148,9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-2.0,3.0
2077,9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
2275,9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0
2192,9,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0
2277,9,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0
2248,9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-3.0,0.0
2097,9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
2083,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-2.0,1.0
2052,9,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2244,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0
2210,9,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0
2067,9,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0
2145,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0
2020,9,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
2198,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0
2127,9,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0
2191,9,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0
2219,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0
2196,9,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2004,9,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,-1.0,1.0
2113,9,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2162,9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0
2130,9,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
2284,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0
2027,9,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0
2262,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2236,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0
2053,9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
2044,9,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2131,9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0
2224,9,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0
2096,9,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
2290,9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0
2009,9,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,-1.0,2.0
2194,9,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,3.0,3.0
2002,9,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,-2.0,2.0
2043,9,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0
2149,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.0,0.0
2064,9,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,2.0
2197,9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
2235,9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
2268,9,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
2121,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2123,9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0
2189,9,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0
2125,9,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0
