text_id,annotator_id,joy,trust,anticipation,surprise,fear,sadness,disgust,anger,valence,arousal
2640,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
2649,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2689,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2666,12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2548,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
2507,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2413,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2524,12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2425,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,2.0
2522,12,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2597,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0
2472,12,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-2.0,2.0
2717,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2655,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2457,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2659,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2628,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0
2468,12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2593,12,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2663,12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2653,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2406,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2578,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2676,12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
2667,12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2688,12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2565,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2681,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
2547,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0
2699,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2796,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2718,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2411,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2701,12,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2776,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2521,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2485,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2574,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,2.0
2621,12,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
2545,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
2691,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0
2710,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0
2605,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2555,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0
2636,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2595,12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2586,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2614,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2465,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2706,12,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2428,12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2626,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2563,12,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2534,12,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2618,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2723,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2674,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2546,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2673,12,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0
2690,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2761,12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2436,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
2422,12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
