text_id,annotator_id,joy,trust,anticipation,surprise,fear,sadness,disgust,anger,valence,arousal
2817,14,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2996,14,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
3139,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3150,14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-2.0,3.0
3043,14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-2.0,3.0
3110,14,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,-2.0,2.0
2965,14,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0
3010,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2985,14,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0
2967,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0
3159,14,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
3012,14,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2980,14,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,-1.0,2.0
3056,14,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-2.0,2.0
3082,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2889,14,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0
2979,14,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2948,14,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3051,14,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
2872,14,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
3061,14,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-2.0,2.0
2977,14,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3143,14,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,-2.0,2.0
3153,14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-2.0,3.0
3080,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2902,14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3151,14,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-2.0,2.0
3016,14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-2.0,3.0
2945,14,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,-2.0,3.0
2910,14,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2917,14,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3183,14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-2.0,3.0
2934,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2834,14,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0
3157,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,1.0
3145,14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2988,14,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,-2.0,3.0
2921,14,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.0,2.0
2837,14,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0
2927,14,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-1.0,2.0
3073,14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3040,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3168,14,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,-2.0,2.0
3175,14,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-2.0,1.0
2964,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2946,14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
